epoch,train_mos_rmse,train_mos_plcc,train_mos_srcc,train_quality_class_rmse,train_spatial_flag_f1,train_hallucination_flag_f1,train_lighting_flag_f1,train_rendering_flag_f1,train_physics_violation_flag_f1,train_object_flicker_flag_f1,train_motion_inconsistency_flag_f1,train_total_loss,val_mos_rmse,val_mos_plcc,val_mos_srcc,val_quality_class_rmse,val_spatial_flag_f1,val_hallucination_flag_f1,val_lighting_flag_f1,val_rendering_flag_f1,val_physics_violation_flag_f1,val_object_flicker_flag_f1,val_motion_inconsistency_flag_f1,val_total_loss
1,143.02696560657714,-0.012562399,-0.004157564953034582,8.829182303251132,0.46374575748225855,0.39260721335008075,0.19921773142112126,0.4482510436159493,0.15351194786386677,0.3008048289738431,0.28332170272156315,3.9726654972348894,113.55706938721384,0.011376738,0.01733080159057605,5.786080316876841,0.4397981254506128,0.38608695652173913,0.21361058601134217,0.47152480097979177,0.17035217035217035,0.31209735146743023,0.2842430484037075,3.3397675355275473
2,1468.6601887434683,0.01335899,0.023430585428109343,34.600683163640355,0.42497191462044615,0.4123949233558596,0.23106375894789413,0.4836936606815683,0.1702127659574468,0.29312762973352036,0.28355744279311157,99.58663977895465,178.42539363484673,-0.0067369603,-0.01624106044847328,13.631226403077353,0.4475095785440613,0.4083333333333333,0.234375,0.4778115501519757,0.16910569105691056,0.306254493170381,0.23085460599334073,8.448925892512003
3,2511.2254976405443,-0.0016997729,-0.015049778217124006,219.5609610677636,0.4412708600770218,0.4343483164169486,0.22388059701492538,0.48501162363881073,0.17208077260755048,0.3046919163369135,0.3004566210045662,639.3298030069897,196.03599996237935,-0.0038375885,-0.0048268197243965345,100.1581269324911,0.4550345887778632,0.44122137404580153,0.22415153906866614,0.4720194647201946,0.17327935222672064,0.30692362598144185,0.2359192348565356,93.2120361328125
4,78297.96135277087,-0.005420631,-0.023019429030771556,4854.627277144971,0.4703296703296703,0.4291267942583732,0.22716288061865636,0.48529592715639225,0.16765423492506099,0.2995418098510882,0.3088718510405257,426912.72432054795,2715.835967064285,-0.006863592,-0.004538823363561526,19134.487398412322,0.4292682926829268,0.39928057553956836,0.22296730930427494,0.46523716699155293,0.1641391614629795,0.30427892234548337,0.20051413881748073,2861088.794403076
5,2147006.9078007177,0.021067275,0.019453369947691704,25194.903611643367,0.5045068582625735,0.4543530034400635,0.22375929448383192,0.48819283005016517,0.16989718523512556,0.3004694835680751,0.3496980021681896,185110763.070461,1086.784592272084,-0.0090447245,0.012562829419507666,23987.24461041743,0.4579172610556348,0.4881789137380192,0.2218214607754734,0.47448275862068967,0.1568627450980392,0.28298887122416533,0.384917517674784,4497435.515872955
6,12642369.523886573,-0.02134927,0.023467835442086738,797968.7133315441,0.5310197290230568,0.4669899291309213,0.22769778833308593,0.48816816816816816,0.1664751272369069,0.30116150442477874,0.3671591859492612,11922404708.871332,424.8320440185745,-0.010213061,0.0069415235791296884,206972.34876185755,0.5344632768361582,0.4896719319562576,0.22384428223844283,0.4749206349206349,0.1682403433476395,0.28937452901281085,0.3982990786676116,334686911.4376685
7,744500590.2415519,-0.008001195,0.006471134727487978,27785602.365412775,0.5323690656712936,0.4682124158563949,0.22418618353218442,0.48002931476731403,0.16834002677376173,0.2982381959126145,0.36541914100262396,28063969132748.88,508.5276387523101,-0.006942382,0.02449700248038299,2458387.500495396,0.5364496382860323,0.487040385774563,0.23161189358372458,0.4789808917197452,0.1662425784563189,0.2880597014925373,0.38970076548364646,47216601994.94312
8,1033842030.2377198,0.01262581,0.026283752762124857,35571294.06122144,0.5263537039260415,0.4653502704062382,0.22270203578038247,0.48262407023533715,0.1667512261119567,0.29961696694566603,0.37042214145932345,51985273496162.5,885.8265208267361,-0.007941145,0.004215090371779441,18325513.155116174,0.5133057362507392,0.48759830611010285,0.23119556611243072,0.47840103159252095,0.16624685138539042,0.2913907284768212,0.3746397694524496,2623628730556.144
9,1015701174.9311249,-0.00073747995,0.0035159444213430395,34168942.96793297,0.5151816824290691,0.4644157148236475,0.22315462315462314,0.48813890926876985,0.16345829111786558,0.29362724318213934,0.36525675484509834,49707934475965.33,843.830218408893,-0.008340798,0.004461628224301976,17152841.065468308,0.5077288941736029,0.483343428225318,0.22884012539184953,0.48091603053435117,0.16269515201314708,0.29239766081871343,0.3701067615658363,2298593752064.2134
10,952973774.5547888,-0.008061683,-0.008938246782676348,32062571.253118176,0.5138094053247076,0.45835942391984974,0.22163092815777116,0.48813310496696843,0.17142857142857143,0.29390984880599125,0.36384117150098566,43751158962162.56,883.6235765301874,-0.008573408,0.003733244172182663,16154037.733783836,0.5086982603479304,0.48724179829890646,0.22730860299921074,0.479539641943734,0.16265560165975104,0.2911764705882353,0.3688760806916426,2038695269922.4944
11,903123213.1326604,0.01047464,0.018111395199411306,30261158.185031846,0.5146053449347421,0.4689499435453519,0.22494117647058823,0.48699705593719333,0.17436586594994122,0.29913926908423877,0.3726673214536271,39187519851571.71,780.4214406332004,-0.009045866,0.004623356173519511,15289731.038433868,0.5138806851742469,0.48677884615384615,0.22905457340507301,0.4828897338403042,0.16269515201314708,0.2921840759678597,0.36879432624113473,1826374356503.0662
12,864747537.3835542,-0.011711197,0.013036339578827993,28936347.313618146,0.5261738384209881,0.47262247838616717,0.22564260427889796,0.4889269546066316,0.1737660581473969,0.2897355700881433,0.36437931520360717,35950558655654.74,825.6469054626197,-0.0083055915,0.001994621123836624,14531185.066752952,0.5080693365212193,0.48854041013269,0.2310126582278481,0.4802547770700637,0.1635012386457473,0.29144981412639404,0.3684971098265896,1649651369211.13
