epoch,train_mos_rmse,train_mos_plcc,train_mos_srcc,train_quality_class_rmse,train_spatial_flag_f1,train_hallucination_flag_f1,train_lighting_flag_f1,train_rendering_flag_f1,train_physics_violation_flag_f1,train_object_flicker_flag_f1,train_motion_inconsistency_flag_f1,train_total_loss,val_mos_rmse,val_mos_plcc,val_mos_srcc,val_quality_class_rmse,val_spatial_flag_f1,val_hallucination_flag_f1,val_lighting_flag_f1,val_rendering_flag_f1,val_physics_violation_flag_f1,val_object_flicker_flag_f1,val_motion_inconsistency_flag_f1,val_total_loss
1,53.14952099531331,0.0011392868,-0.004750933365571272,3.657426172164516,0.4568835098335855,0.4070090215128383,0.20054570259208732,0.4096466253558868,0.16518650088809947,0.27403156384505023,0.31746031746031744,2.37575991664614,79.84268590288968,0.0397913,0.03146109220601618,3.139627326668917,0.4789859906604403,0.43027330063069374,0.20319849482596425,0.3856655290102389,0.15727391874180865,0.2662993572084481,0.29282868525896416,2.3472216526667276
2,95.96152488269713,0.017799346,0.009269115694921996,3.9211961379044156,0.451256122610207,0.4100250626566416,0.22163885242827677,0.44613280656435195,0.15141579731743665,0.27451701931922723,0.32012615809185885,2.971735051700047,83.73421318094086,0.051863033,0.05193219767781099,5.3605578482407905,0.445635528330781,0.3898305084745763,0.2140221402214022,0.3921232876712329,0.1628838451268358,0.27312775330396477,0.3519510328997705,2.4982077280680337
3,238.51504309214965,0.013466385,0.011175159994891689,6.058646639034141,0.42899214659685864,0.3992165242165242,0.22484839060799253,0.43660452934832844,0.1612713360800471,0.2598656591099916,0.3516592372461615,6.440118942941938,141.16493566923762,0.04348504,0.04183520428052254,6.987563393293328,0.4508320726172466,0.38301415487094087,0.22770700636942676,0.4096,0.17173051519154559,0.2639040348964013,0.3756419662509171,3.3504631519317627
4,134.64723876207043,0.0076772072,-0.00566021228417311,5.835420761824231,0.42548313134621685,0.38456065457132693,0.22892662219526985,0.4302621722846442,0.16359918200409,0.26564759347242306,0.3537393499526665,5.664710189614977,220.8189745724991,0.035814524,0.03263286367416137,10.516714325891064,0.4490106544901065,0.3953098827470687,0.22802850356294538,0.3717728055077453,0.1581769436997319,0.26550598476605003,0.3761939750183688,5.235237677892049
5,117.9348585422266,-0.0063499757,0.0033125694907267453,6.697677995652469,0.4378563283922463,0.38620689655172413,0.22735562310030394,0.4197924980047885,0.14585178624151166,0.2709891936824605,0.3534316869788326,13.578736083848137,150.68793420717202,0.03732765,0.030143990248753517,8.8394462978204,0.44714828897338404,0.3874256584536958,0.21844660194174756,0.3921232876712329,0.15838926174496645,0.25629791894852133,0.3752931978107897,3.841824690500895
6,248.0619646000773,0.010012978,0.01179378755782038,7.380633772435298,0.426984645540673,0.389092815941269,0.22064276885043263,0.42876859377396104,0.14114902303878682,0.27129859387923905,0.34734621003083915,8.645981030804771,162.60043170491585,0.037439644,0.03010304707771369,9.115770244520148,0.44126506024096385,0.4006488240064882,0.22790697674418606,0.4206471494607088,0.15033557046979865,0.2709677419354839,0.4076517150395778,4.267272551854451
7,263.14738622110616,0.012767567,0.0037448568129790937,48.644743139996635,0.4177545691906005,0.41135688345988775,0.2310339667813856,0.46924523233951115,0.1405055849500294,0.2533636928172221,0.36503636104377585,27.267193939004624,129.25101244767873,0.04274408,0.036079409760966845,6.934912396615437,0.4533333333333333,0.443656980864635,0.22408536585365854,0.47619047619047616,0.15,0.2633832976445396,0.3932511356262167,3.450177709261576
8,289.218775324148,0.002828819,-0.0012783818725116275,13.270978909846324,0.42985464641515597,0.4314315821165136,0.22122838401908168,0.48022241880449895,0.14840379637618636,0.26762886597938146,0.36695676986731346,21.85377298934119,142.0157547928222,0.043429054,0.034513344877878716,8.338871247455534,0.4619926199261993,0.458249832999332,0.22522522522522523,0.4658792650918635,0.15947712418300652,0.26652452025586354,0.3932511356262167,3.8044283390045166
9,238.66309773140463,-0.018010736,-0.017507056588931782,11.661153380731484,0.45164363982848976,0.4342890408965216,0.22956677087985708,0.4827586206896552,0.15053145647802355,0.27263223918043067,0.3699421965317919,72.72774478367397,205.15099241168687,0.045744166,0.03665002201671768,11.97429510602327,0.4965859714463066,0.4529058116232465,0.2288329519450801,0.4777031154551008,0.15873015873015872,0.2657952069716776,0.39133289560078793,5.647750059763591
10,295.21829846742224,0.006441184,0.010963701621376136,12.603172847355244,0.5000668538574676,0.4403745524648857,0.22967628533763,0.49562821894837705,0.15880322209436135,0.26762589928057556,0.3722931704608551,28.250268851007736,259.9450062032352,0.04349472,0.03688557014431369,10.688317697040592,0.5086567164179104,0.4807467911318553,0.22647283856159142,0.4843654199877376,0.15220293724966621,0.25813449023861174,0.39233817701453105,6.499159336090088
11,370.7879700718458,0.00072210154,0.009005403335188952,22.040700543965247,0.49522799575821846,0.46788760662318113,0.22291946810100105,0.4892434131012811,0.15209988649262202,0.27282136203684537,0.36650956473523705,131.82551440170832,338.0305667576529,0.041118793,0.034737619244209865,11.201642351987317,0.5058896466212027,0.4806565064478312,0.21468034727703236,0.4739454094292804,0.15303430079155672,0.27213822894168466,0.39554682383759004,8.600499391555786
12,490.5451527382571,-0.00637463,0.005620328386377644,16.548941421075945,0.507732634338139,0.46183013144590496,0.22539056575155467,0.4938598603419215,0.1554609929078014,0.2663077241664941,0.37174306813431796,103.88138205664498,551.5524680390797,0.03627781,0.028501708734402918,17.053378507083558,0.5201845444059977,0.4752829064919595,0.20711974110032363,0.4727272727272727,0.15510204081632653,0.26918798665183535,0.3903420523138833,17.999834060668945
